circ_idx,seq,A,G,d,B,P,M,P_enc,G_enc,d_enc,M_enc,P_native_gate_count,G_native_gate_count,d_native_gate_count,M_native_gate_count,full_native_gate_count,remaining_native_gate_count,remaining_wait_num_4-pihalf,remaining_wait_num_pihalf,full_sequence_length
190,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^32Gypi2:0Gypi2:0Gypi2:0@(0)  207  817,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,32,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,32,10,3,1,32,3,38,32735,8183,3,8220
191,Gxpi2:0(Gypi2:0)^32Gxpi2:0Gxpi2:0Gxpi2:0@(0)  825  199,Gxpi2:0,Gypi2:0,32,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,32,9,1,1,32,3,36,32737,8184,1,8219
192,Gypi2:0(Gypi2:0)^32Gxpi2:0Gxpi2:0@(0)  559  465,Gypi2:0,Gypi2:0,32,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,32,7,1,1,32,2,35,32738,8184,2,8220
193,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^32Gypi2:0@(0)  850  174,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,32,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,32,6,3,1,32,1,36,32737,8184,1,8219
194,Gxpi2:0(Gxpi2:0Gypi2:0)^16Gxpi2:0@(0)  544  480,Gxpi2:0,Gxpi2:0Gypi2:0,16,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,16,5,1,2,16,1,34,32739,8184,3,8205
195,Gxpi2:0(Gxpi2:0Gypi2:0)^16Gypi2:0Gypi2:0Gypi2:0@(0)  270  754,Gxpi2:0,Gxpi2:0Gypi2:0,16,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,16,10,1,2,16,3,36,32737,8184,1,8203
196,Gypi2:0(Gxpi2:0Gypi2:0)^16Gypi2:0Gypi2:0Gypi2:0@(0)  556  468,Gypi2:0,Gxpi2:0Gypi2:0,16,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,16,10,1,2,16,3,36,32737,8184,1,8203
197,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^16Gypi2:0@(0)  260  764,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,16,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,16,6,3,2,16,1,36,32737,8184,1,8203
198,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^16Gxpi2:0Gxpi2:0@(0)  549  475,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,16,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,16,7,3,2,16,2,37,32736,8184,0,8202
199,(Gxpi2:0Gxpi2:0Gypi2:0)^10@(0)  828  196,,Gxpi2:0Gxpi2:0Gypi2:0,10,,,,-1,11,10,-1,0,3,10,0,30,32743,8185,3,8198
200,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^10Gxpi2:0Gxpi2:0Gxpi2:0@(0)  865  159,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,10,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,10,9,1,3,10,3,34,32739,8184,3,8199
201,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^10Gxpi2:0Gxpi2:0@(0)  535  489,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,10,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,10,7,1,3,10,2,33,32740,8185,0,8197
202,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^10Gypi2:0@(0)  576  448,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,10,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,10,6,3,3,10,1,34,32739,8184,3,8199
203,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^10Gxpi2:0Gxpi2:0Gxpi2:0@(0)  554  470,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,10,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,10,9,3,3,10,3,36,32737,8184,1,8197
204,([])^64Gxpi2:0@(0)  731  293,,[],64,Gxpi2:0,,Gxpi2:0,-1,4,64,5,0,4,64,1,257,32516,8129,0,8194
205,([])^64Gypi2:0@(0)  518  506,,[],64,Gypi2:0,,Gypi2:0,-1,4,64,6,0,4,64,1,257,32516,8129,0,8194
206,([])^64Gxpi2:0Gxpi2:0@(0)  329  695,,[],64,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,64,7,0,4,64,2,258,32515,8128,3,8196
207,Gypi2:0([])^64Gypi2:0@(0)  240  784,Gypi2:0,[],64,Gypi2:0,Gypi2:0,Gypi2:0,6,4,64,6,1,4,64,1,258,32515,8128,3,8197
208,Gxpi2:0Gxpi2:0Gxpi2:0([])^64@(0)  363  661,Gxpi2:0Gxpi2:0Gxpi2:0,[],64,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,64,-1,3,4,64,0,259,32514,8128,2,8195
209,Gxpi2:0Gxpi2:0Gxpi2:0([])^64Gxpi2:0@(0)  781  243,Gxpi2:0Gxpi2:0Gxpi2:0,[],64,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,64,5,3,4,64,1,260,32513,8128,1,8195
210,Gxpi2:0Gxpi2:0Gxpi2:0([])^64Gypi2:0@(0)  564  460,Gxpi2:0Gxpi2:0Gxpi2:0,[],64,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,64,6,3,4,64,1,260,32513,8128,1,8195
211,Gypi2:0Gypi2:0Gypi2:0([])^64Gxpi2:0@(0)  536  488,Gypi2:0Gypi2:0Gypi2:0,[],64,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,64,5,3,4,64,1,260,32513,8128,1,8195
212,Gypi2:0Gypi2:0Gypi2:0([])^64Gxpi2:0Gxpi2:0@(0)  531  493,Gypi2:0Gypi2:0Gypi2:0,[],64,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,64,7,3,4,64,2,261,32512,8128,0,8194
213,(Gxpi2:0)^64Gxpi2:0Gxpi2:0Gxpi2:0@(0)  486  538,,Gxpi2:0,64,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,64,9,0,1,64,3,67,32706,8176,2,8243
214,Gxpi2:0(Gxpi2:0)^64Gxpi2:0Gxpi2:0Gxpi2:0@(0)  826  198,Gxpi2:0,Gxpi2:0,64,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,64,9,1,1,64,3,68,32705,8176,1,8243
215,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^64Gypi2:0Gypi2:0Gypi2:0@(0)  242  782,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,64,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,64,10,3,1,64,3,70,32703,8175,3,8244
216,Gxpi2:0(Gypi2:0)^64Gxpi2:0Gxpi2:0Gxpi2:0@(0)  789  235,Gxpi2:0,Gypi2:0,64,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,64,9,1,1,64,3,68,32705,8176,1,8243
217,Gypi2:0(Gypi2:0)^64Gxpi2:0Gxpi2:0@(0)  472  552,Gypi2:0,Gypi2:0,64,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,64,7,1,1,64,2,67,32706,8176,2,8244
218,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^64Gypi2:0@(0)  834  190,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,64,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,64,6,3,1,64,1,68,32705,8176,1,8243
219,Gxpi2:0(Gxpi2:0Gypi2:0)^32Gxpi2:0@(0)  552  472,Gxpi2:0,Gxpi2:0Gypi2:0,32,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,32,5,1,2,32,1,66,32707,8176,3,8213
220,Gxpi2:0(Gxpi2:0Gypi2:0)^32Gypi2:0Gypi2:0Gypi2:0@(0)  561  463,Gxpi2:0,Gxpi2:0Gypi2:0,32,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,32,10,1,2,32,3,68,32705,8176,1,8211
221,Gypi2:0(Gxpi2:0Gypi2:0)^32Gypi2:0Gypi2:0Gypi2:0@(0)  494  530,Gypi2:0,Gxpi2:0Gypi2:0,32,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,32,10,1,2,32,3,68,32705,8176,1,8211
222,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^32Gypi2:0@(0)  536  488,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,32,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,32,6,3,2,32,1,68,32705,8176,1,8211
223,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^32Gxpi2:0Gxpi2:0@(0)  851  173,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,32,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,32,7,3,2,32,2,69,32704,8176,0,8210
224,(Gxpi2:0Gxpi2:0Gypi2:0)^21@(0)  525  499,,Gxpi2:0Gxpi2:0Gypi2:0,21,,,,-1,11,21,-1,0,3,21,0,63,32710,8177,2,8200
225,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^21Gxpi2:0Gxpi2:0Gxpi2:0@(0)  229  795,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,21,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,21,9,1,3,21,3,67,32706,8176,2,8201
226,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^21Gxpi2:0Gxpi2:0@(0)  820  204,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,21,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,21,7,1,3,21,2,66,32707,8176,3,8202
227,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^21Gypi2:0@(0)  548  476,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,21,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,21,6,3,3,21,1,67,32706,8176,2,8201
228,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^21Gxpi2:0Gxpi2:0Gxpi2:0@(0)  504  520,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,21,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,21,9,3,3,21,3,69,32704,8176,0,8199
229,([])^128Gxpi2:0@(0)  817  207,,[],128,Gxpi2:0,,Gxpi2:0,-1,4,128,5,0,4,128,1,513,32260,8065,0,8194
230,([])^128Gypi2:0@(0)  554  470,,[],128,Gypi2:0,,Gypi2:0,-1,4,128,6,0,4,128,1,513,32260,8065,0,8194
231,([])^128Gxpi2:0Gxpi2:0@(0)  581  443,,[],128,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,128,7,0,4,128,2,514,32259,8064,3,8196
232,Gypi2:0([])^128Gypi2:0@(0)  257  767,Gypi2:0,[],128,Gypi2:0,Gypi2:0,Gypi2:0,6,4,128,6,1,4,128,1,514,32259,8064,3,8197
233,Gxpi2:0Gxpi2:0Gxpi2:0([])^128@(0)  297  727,Gxpi2:0Gxpi2:0Gxpi2:0,[],128,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,128,-1,3,4,128,0,515,32258,8064,2,8195
234,Gxpi2:0Gxpi2:0Gxpi2:0([])^128Gxpi2:0@(0)  486  538,Gxpi2:0Gxpi2:0Gxpi2:0,[],128,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,128,5,3,4,128,1,516,32257,8064,1,8195
235,Gxpi2:0Gxpi2:0Gxpi2:0([])^128Gypi2:0@(0)  594  430,Gxpi2:0Gxpi2:0Gxpi2:0,[],128,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,128,6,3,4,128,1,516,32257,8064,1,8195
236,Gypi2:0Gypi2:0Gypi2:0([])^128Gxpi2:0@(0)  545  479,Gypi2:0Gypi2:0Gypi2:0,[],128,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,128,5,3,4,128,1,516,32257,8064,1,8195
237,Gypi2:0Gypi2:0Gypi2:0([])^128Gxpi2:0Gxpi2:0@(0)  554  470,Gypi2:0Gypi2:0Gypi2:0,[],128,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,128,7,3,4,128,2,517,32256,8064,0,8194
238,(Gxpi2:0)^128Gxpi2:0Gxpi2:0Gxpi2:0@(0)  417  607,,Gxpi2:0,128,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,128,9,0,1,128,3,131,32642,8160,2,8291
239,Gxpi2:0(Gxpi2:0)^128Gxpi2:0Gxpi2:0Gxpi2:0@(0)  786  238,Gxpi2:0,Gxpi2:0,128,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,128,9,1,1,128,3,132,32641,8160,1,8291
240,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^128Gypi2:0Gypi2:0Gypi2:0@(0)  248  776,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,128,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,128,10,3,1,128,3,134,32639,8159,3,8292
241,Gxpi2:0(Gypi2:0)^128Gxpi2:0Gxpi2:0Gxpi2:0@(0)  836  188,Gxpi2:0,Gypi2:0,128,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,128,9,1,1,128,3,132,32641,8160,1,8291
242,Gypi2:0(Gypi2:0)^128Gxpi2:0Gxpi2:0@(0)  476  548,Gypi2:0,Gypi2:0,128,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,128,7,1,1,128,2,131,32642,8160,2,8292
243,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^128Gypi2:0@(0)  811  213,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,128,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,128,6,3,1,128,1,132,32641,8160,1,8291
244,Gxpi2:0(Gxpi2:0Gypi2:0)^64Gxpi2:0@(0)  553  471,Gxpi2:0,Gxpi2:0Gypi2:0,64,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,64,5,1,2,64,1,130,32643,8160,3,8229
245,Gxpi2:0(Gxpi2:0Gypi2:0)^64Gypi2:0Gypi2:0Gypi2:0@(0)  247  777,Gxpi2:0,Gxpi2:0Gypi2:0,64,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,64,10,1,2,64,3,132,32641,8160,1,8227
246,Gypi2:0(Gxpi2:0Gypi2:0)^64Gypi2:0Gypi2:0Gypi2:0@(0)  543  481,Gypi2:0,Gxpi2:0Gypi2:0,64,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,64,10,1,2,64,3,132,32641,8160,1,8227
247,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^64Gypi2:0@(0)  254  770,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,64,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,64,6,3,2,64,1,132,32641,8160,1,8227
248,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^64Gxpi2:0Gxpi2:0@(0)  530  494,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,64,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,64,7,3,2,64,2,133,32640,8160,0,8226
249,(Gxpi2:0Gxpi2:0Gypi2:0)^42@(0)  859  165,,Gxpi2:0Gxpi2:0Gypi2:0,42,,,,-1,11,42,-1,0,3,42,0,126,32647,8161,3,8206
250,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^42Gxpi2:0Gxpi2:0Gxpi2:0@(0)  864  160,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,42,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,42,9,1,3,42,3,130,32643,8160,3,8207
251,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^42Gxpi2:0Gxpi2:0@(0)  545  479,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,42,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,42,7,1,3,42,2,129,32644,8161,0,8205
252,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^42Gypi2:0@(0)  581  443,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,42,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,42,6,3,3,42,1,130,32643,8160,3,8207
253,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^42Gxpi2:0Gxpi2:0Gxpi2:0@(0)  564  460,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,42,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,42,9,3,3,42,3,132,32641,8160,1,8205
254,([])^256Gxpi2:0@(0)  588  436,,[],256,Gxpi2:0,,Gxpi2:0,-1,4,256,5,0,4,256,1,1025,31748,7937,0,8194
255,([])^256Gypi2:0@(0)  553  471,,[],256,Gypi2:0,,Gypi2:0,-1,4,256,6,0,4,256,1,1025,31748,7937,0,8194
256,([])^256Gxpi2:0Gxpi2:0@(0)  798  226,,[],256,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,256,7,0,4,256,2,1026,31747,7936,3,8196
257,Gypi2:0([])^256Gypi2:0@(0)  253  771,Gypi2:0,[],256,Gypi2:0,Gypi2:0,Gypi2:0,6,4,256,6,1,4,256,1,1026,31747,7936,3,8197
258,Gxpi2:0Gxpi2:0Gxpi2:0([])^256@(0)  500  524,Gxpi2:0Gxpi2:0Gxpi2:0,[],256,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,256,-1,3,4,256,0,1027,31746,7936,2,8195
259,Gxpi2:0Gxpi2:0Gxpi2:0([])^256Gxpi2:0@(0)  325  699,Gxpi2:0Gxpi2:0Gxpi2:0,[],256,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,256,5,3,4,256,1,1028,31745,7936,1,8195
260,Gxpi2:0Gxpi2:0Gxpi2:0([])^256Gypi2:0@(0)  566  458,Gxpi2:0Gxpi2:0Gxpi2:0,[],256,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,256,6,3,4,256,1,1028,31745,7936,1,8195
261,Gypi2:0Gypi2:0Gypi2:0([])^256Gxpi2:0@(0)  559  465,Gypi2:0Gypi2:0Gypi2:0,[],256,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,256,5,3,4,256,1,1028,31745,7936,1,8195
262,Gypi2:0Gypi2:0Gypi2:0([])^256Gxpi2:0Gxpi2:0@(0)  566  458,Gypi2:0Gypi2:0Gypi2:0,[],256,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,256,7,3,4,256,2,1029,31744,7936,0,8194
263,(Gxpi2:0)^256Gxpi2:0Gxpi2:0Gxpi2:0@(0)  378  646,,Gxpi2:0,256,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,256,9,0,1,256,3,259,32514,8128,2,8387
264,Gxpi2:0(Gxpi2:0)^256Gxpi2:0Gxpi2:0Gxpi2:0@(0)  781  243,Gxpi2:0,Gxpi2:0,256,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,256,9,1,1,256,3,260,32513,8128,1,8387
265,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^256Gypi2:0Gypi2:0Gypi2:0@(0)  232  792,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,256,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,256,10,3,1,256,3,262,32511,8127,3,8388
266,Gxpi2:0(Gypi2:0)^256Gxpi2:0Gxpi2:0Gxpi2:0@(0)  820  204,Gxpi2:0,Gypi2:0,256,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,256,9,1,1,256,3,260,32513,8128,1,8387
267,Gypi2:0(Gypi2:0)^256Gxpi2:0Gxpi2:0@(0)  364  660,Gypi2:0,Gypi2:0,256,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,256,7,1,1,256,2,259,32514,8128,2,8388
268,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^256Gypi2:0@(0)  787  237,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,256,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,256,6,3,1,256,1,260,32513,8128,1,8387
269,Gxpi2:0(Gxpi2:0Gypi2:0)^128Gxpi2:0@(0)  581  443,Gxpi2:0,Gxpi2:0Gypi2:0,128,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,128,5,1,2,128,1,258,32515,8128,3,8261
270,Gxpi2:0(Gxpi2:0Gypi2:0)^128Gypi2:0Gypi2:0Gypi2:0@(0)  486  538,Gxpi2:0,Gxpi2:0Gypi2:0,128,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,128,10,1,2,128,3,260,32513,8128,1,8259
271,Gypi2:0(Gxpi2:0Gypi2:0)^128Gypi2:0Gypi2:0Gypi2:0@(0)  503  521,Gypi2:0,Gxpi2:0Gypi2:0,128,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,128,10,1,2,128,3,260,32513,8128,1,8259
272,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^128Gypi2:0@(0)  494  530,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,128,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,128,6,3,2,128,1,260,32513,8128,1,8259
273,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^128Gxpi2:0Gxpi2:0@(0)  838  186,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,128,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,128,7,3,2,128,2,261,32512,8128,0,8258
274,(Gxpi2:0Gxpi2:0Gypi2:0)^85@(0)  556  468,,Gxpi2:0Gxpi2:0Gypi2:0,85,,,,-1,11,85,-1,0,3,85,0,255,32518,8129,2,8216
275,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^85Gxpi2:0Gxpi2:0Gxpi2:0@(0)  266  758,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,85,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,85,9,1,3,85,3,259,32514,8128,2,8217
276,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^85Gxpi2:0Gxpi2:0@(0)  809  215,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,85,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,85,7,1,3,85,2,258,32515,8128,3,8218
277,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^85Gypi2:0@(0)  494  530,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,85,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,85,6,3,3,85,1,259,32514,8128,2,8217
278,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^85Gxpi2:0Gxpi2:0Gxpi2:0@(0)  517  507,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,85,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,85,9,3,3,85,3,261,32512,8128,0,8215
279,([])^512Gxpi2:0@(0)  452  572,,[],512,Gxpi2:0,,Gxpi2:0,-1,4,512,5,0,4,512,1,2049,30724,7681,0,8194
280,([])^512Gypi2:0@(0)  533  491,,[],512,Gypi2:0,,Gypi2:0,-1,4,512,6,0,4,512,1,2049,30724,7681,0,8194
281,([])^512Gxpi2:0Gxpi2:0@(0)  440  584,,[],512,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,512,7,0,4,512,2,2050,30723,7680,3,8196
